warehouse_id,postcode,prefix,note
2,3189,0,Client import VIC
2,3190,0,Client import VIC
2,3191,0,Client import VIC
2,3192,0,Client import VIC
2,3193,0,Client import VIC
2,3194,0,Client import VIC
2,3195,0,Client import VIC
2,3196,0,Client import VIC
2,3197,0,Client import VIC
2,3198,0,Client import VIC
2,3199,0,Client import VIC
2,3200,0,Client import VIC
2,3201,0,Client import VIC
2,3202,0,Client import VIC
2,3204,0,Client import VIC
2,3205,0,Client import VIC
2,3206,0,Client import VIC
2,3207,0,Client import VIC
2,3211,0,Client import VIC
2,3212,0,Client import VIC
2,3213,0,Client import VIC
2,3214,0,Client import VIC
2,3215,0,Client import VIC
2,3216,0,Client import VIC
2,3217,0,Client import VIC
2,3218,0,Client import VIC
2,3219,0,Client import VIC
2,3220,0,Client import VIC
2,3221,0,Client import VIC
2,3222,0,Client import VIC
2,3223,0,Client import VIC
2,3224,0,Client import VIC
2,3225,0,Client import VIC
2,3226,0,Client import VIC
2,3227,0,Client import VIC
2,3228,0,Client import VIC
2,3230,0,Client import VIC
2,3231,0,Client import VIC
2,3232,0,Client import VIC
2,3233,0,Client import VIC
2,3234,0,Client import VIC
2,3235,0,Client import VIC
2,3236,0,Client import VIC
2,3237,0,Client import VIC
2,3238,0,Client import VIC
2,3239,0,Client import VIC
2,3240,0,Client import VIC
2,3241,0,Client import VIC
2,3242,0,Client import VIC
2,3243,0,Client import VIC
2,3249,0,Client import VIC
2,3250,0,Client import VIC
2,3251,0,Client import VIC
2,3254,0,Client import VIC
2,3260,0,Client import VIC
2,3264,0,Client import VIC
2,3265,0,Client import VIC
2,3266,0,Client import VIC
2,3267,0,Client import VIC
2,3268,0,Client import VIC
2,3269,0,Client import VIC
2,3270,0,Client import VIC
2,3271,0,Client import VIC
2,3272,0,Client import VIC
2,3273,0,Client import VIC
2,3274,0,Client import VIC
2,3275,0,Client import VIC
2,3276,0,Client import VIC
2,3277,0,Client import VIC
2,3278,0,Client import VIC
2,3279,0,Client import VIC
2,3280,0,Client import VIC
2,3281,0,Client import VIC
2,3282,0,Client import VIC
2,3283,0,Client import VIC
2,3284,0,Client import VIC
2,3285,0,Client import VIC
2,3286,0,Client import VIC
2,3287,0,Client import VIC
2,3289,0,Client import VIC
2,3292,0,Client import VIC
2,3293,0,Client import VIC
2,3294,0,Client import VIC
2,3300,0,Client import VIC
2,3301,0,Client import VIC
2,3302,0,Client import VIC
2,3303,0,Client import VIC
2,3304,0,Client import VIC
2,3305,0,Client import VIC
2,3309,0,Client import VIC
2,3310,0,Client import VIC
2,3311,0,Client import VIC
2,3312,0,Client import VIC
2,3314,0,Client import VIC
2,3315,0,Client import VIC
2,3317,0,Client import VIC
2,3318,0,Client import VIC
2,3319,0,Client import VIC
2,3321,0,Client import VIC
2,3322,0,Client import VIC
2,3323,0,Client import VIC
2,3324,0,Client import VIC
2,3325,0,Client import VIC
2,3328,0,Client import VIC
2,3329,0,Client import VIC
2,3330,0,Client import VIC
2,3331,0,Client import VIC
2,3332,0,Client import VIC
2,3333,0,Client import VIC
2,3334,0,Client import VIC
2,3335,0,Client import VIC
2,3336,0,Client import VIC
2,3337,0,Client import VIC
2,3338,0,Client import VIC
2,3340,0,Client import VIC
2,3341,0,Client import VIC
2,3342,0,Client import VIC
2,3345,0,Client import VIC
2,3350,0,Client import VIC
2,3351,0,Client import VIC
2,3352,0,Client import VIC
2,3355,0,Client import VIC
2,3356,0,Client import VIC
2,3357,0,Client import VIC
2,3358,0,Client import VIC
2,3360,0,Client import VIC
2,3361,0,Client import VIC
2,3363,0,Client import VIC
2,3364,0,Client import VIC
2,3370,0,Client import VIC
2,3371,0,Client import VIC
2,3373,0,Client import VIC
2,3375,0,Client import VIC
2,3377,0,Client import VIC
2,3378,0,Client import VIC
2,3379,0,Client import VIC
2,3380,0,Client import VIC
2,3381,0,Client import VIC
2,3384,0,Client import VIC
2,3385,0,Client import VIC
2,3387,0,Client import VIC
2,3388,0,Client import VIC
2,3390,0,Client import VIC
2,3391,0,Client import VIC
2,3392,0,Client import VIC
2,3393,0,Client import VIC
2,3395,0,Client import VIC
2,3396,0,Client import VIC
2,3399,0,Client import VIC
2,3400,0,Client import VIC
2,3401,0,Client import VIC
2,3407,0,Client import VIC
2,3409,0,Client import VIC
2,3412,0,Client import VIC
2,3413,0,Client import VIC
2,3414,0,Client import VIC
2,3415,0,Client import VIC
2,3418,0,Client import VIC
2,3419,0,Client import VIC
2,3420,0,Client import VIC
2,3423,0,Client import VIC
2,3424,0,Client import VIC
2,3427,0,Client import VIC
2,3428,0,Client import VIC
2,3429,0,Client import VIC
2,3430,0,Client import VIC
2,3431,0,Client import VIC
2,3432,0,Client import VIC
2,3434,0,Client import VIC
2,3435,0,Client import VIC
2,3437,0,Client import VIC
2,3438,0,Client import VIC
2,3440,0,Client import VIC
2,3441,0,Client import VIC
2,3442,0,Client import VIC
2,3444,0,Client import VIC
2,3446,0,Client import VIC
2,3447,0,Client import VIC
2,3448,0,Client import VIC
2,3450,0,Client import VIC
2,3451,0,Client import VIC
2,3453,0,Client import VIC
2,3458,0,Client import VIC
2,3460,0,Client import VIC
2,3461,0,Client import VIC
2,3462,0,Client import VIC
2,3463,0,Client import VIC
2,3464,0,Client import VIC
2,3465,0,Client import VIC
2,3467,0,Client import VIC
2,3468,0,Client import VIC
2,3469,0,Client import VIC
2,3472,0,Client import VIC
2,3475,0,Client import VIC
2,3477,0,Client import VIC
2,3478,0,Client import VIC
2,3480,0,Client import VIC
2,3482,0,Client import VIC
2,3483,0,Client import VIC
2,3485,0,Client import VIC
2,3487,0,Client import VIC
2,3488,0,Client import VIC
2,3489,0,Client import VIC
2,3490,0,Client import VIC
2,3491,0,Client import VIC
2,3494,0,Client import VIC
2,3496,0,Client import VIC
2,3498,0,Client import VIC
2,3501,0,Client import VIC
2,3505,0,Client import VIC
2,3506,0,Client import VIC
2,3507,0,Client import VIC
2,3509,0,Client import VIC
2,3512,0,Client import VIC
2,3515,0,Client import VIC
2,3516,0,Client import VIC
2,3517,0,Client import VIC
2,3518,0,Client import VIC
